BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,1,,D4,"320 WEST END AVENUE, 6A",,10023,,,,,,1924,2,D4,0,1/31/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,1,,D4,"320 WEST END AVENUE, 6A",,10023,,,,,,1924,2,D4,0,1/31/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 18E",,10023,,,,,,1931,2,D4,"1,750,000",8/21/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 18E",,10023,,,,,,1931,2,D4,"1,750,000",8/21/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 5D",,10023,,,,,,1931,2,D4,"915,000",8/15/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 5D",,10023,,,,,,1931,2,D4,"915,000",8/15/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 13D",,10023,,,,,,1931,2,D4,"860,000",4/26/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 13D",,10023,,,,,,1931,2,D4,"860,000",4/26/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 15F",,10023,,,,,,1931,2,D4,"390,000",2/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 15F",,10023,,,,,,1931,2,D4,"390,000",2/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 15F",,10023,,,,,,1931,2,D4,0,2/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 15F",,10023,,,,,,1931,2,D4,0,2/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 16D",,10023,,,,,,1931,2,D4,"995,000",9/21/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,61,,D4,"336 WEST END AVENUE, 16D",,10023,,,,,,1931,2,D4,"995,000",9/21/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,64,,D4,"330 WEST END AVENUE, 2A",,10023,,,,,,1916,2,D4,"1,450,000",4/3/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,64,,D4,"330 WEST END AVENUE, 2A",,10023,,,,,,1916,2,D4,"1,450,000",4/3/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1168,22,,D4,"2166 BROADWAY, 20E",,10024,,,,,,1930,2,D4,"985,000",8/20/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1168,22,,D4,"2166 BROADWAY, 19A",,10024,,,,,,1930,2,D4,"1,300,000",5/6/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1168,22,,D4,"2166 BROADWAY, 17E",,10024,,,,,,1930,2,D4,"475,000",12/5/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1168,22,,D4,"2166 BROADWAY, 17A",,10024,,,,,,1930,2,D4,"1,650,000",9/12/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1169,37,,D4,"210 WEST 78TH, 8D",,10024,,,,,,1926,2,D4,"790,000",5/10/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1169,37,,D4,"210 WEST 78TH, 8D",,10024,,,,,,1926,2,D4,"790,000",5/10/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1169,37,,D4,"210 WEST 78TH STREET, 8A",,10024,,,,,,1926,2,D4,"2,065,000",3/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1169,37,,D4,"210 WEST 78TH STREET, 8A",,10024,,,,,,1926,2,D4,"2,065,000",3/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1170,23,,D4,"215 W 78TH STREET, 4C",,10024,,,,,,1926,2,D4,0,1/26/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1170,23,,D4,"215 WEST 78TH STREET, 4A",,10024,,,,,,1926,2,D4,"1,750,000",10/18/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 19EE",,10023,,,,,,1962,2,D4,0,7/18/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 W. 66TH STREET, 3FW",,10023,,,,,,1962,2,D4,0,6/5/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 10JE",,10023,,,,,,1962,2,D4,"1,000,000",5/23/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 4CW",,10023,,,,,,1962,2,D4,0,2/28/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 10FE",,10023,,,,,,1962,2,D4,"1,075,000",11/27/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 10LW",,10023,,,,,,1962,2,D4,"850,000",11/20/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 19CW",,10023,,,,,,1962,2,D4,"1,110,000",11/5/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1179,19,,D4,"303 WEST 66TH STREET, 9KE",,10023,,,,,,1962,2,D4,"700,000",9/6/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,12,,D4,"345 WEST 70 STREET, 5A",,10023,,,,,,1910,2,D4,"960,000",6/10/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,12,,D4,"345 WEST 70TH STREET, 5B",,10023,,,,,,1910,2,D4,"1,312,500",12/3/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,12,,D4,"345 WEST 70TH STREET, 6C",,10023,,,,,,1910,2,D4,0,10/12/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, 16L",,10023,,,,,,1963,2,D4,"705,000",8/19/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, 14D",,10023,,,,,,1963,2,D4,"682,500",7/18/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, PHA",,10023,,,,,,1963,2,D4,"2,375,000",4/3/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, 14J",,10023,,,,,,1963,2,D4,"1,385,000",12/4/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, 5L",,10023,,,,,,1963,2,D4,0,11/29/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, 11I",,10023,,,,,,1963,2,D4,"1,200,000",11/14/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,29,,D4,"243 WEST END AVENUE, 1211",,10023,,,,,,1925,2,D4,"415,000",7/29/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,29,,D4,"243 WEST END AVENUE, 1204",,10023,,,,,,1925,2,D4,"410,000",7/25/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,29,,D4,"243 WEST END AVENUE, 911",,10023,,,,,,1925,2,D4,"400,000",6/4/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,29,,D4,"243 WEST END AVENUE, 704",,10023,,,,,,1925,2,D4,"410,000",4/17/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,29,,D4,"243 WEST END AVENUE, 801",,10023,,,,,,1925,2,D4,"426,000",12/19/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,32,,D4,"255 WEST END AVENUE, 8C",,10023,,,,,,1917,2,D4,"575,000",5/2/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,35,,D4,"300 WEST 72ND STREET, 6E",,10023,,,,,,1942,2,D4,"467,500",8/6/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,35,,D4,"300 WEST 72ND STREET, 1C",,10023,,,,,,1942,2,D4,"650,000",3/28/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,35,,D4,"300 WEST 72ND STREET, 5B",,10023,,,,,,1942,2,D4,"700,000",2/13/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,35,,D4,"300 WEST 72ND STREET, 1F",,10023,,,,,,1942,2,D4,"617,000",12/19/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,37,,D4,"310 WEST 72ND STREET, 9A",,10023,,,,,,1925,2,D4,"1,362,319",6/4/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,37,,D4,"310 WEST 72ND STREET, 11E",,10023,,,,,,1925,2,D4,"1,535,000",12/19/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,37,,D4,"310 WEST 72 STREET, 15B",,10023,,,,,,1925,2,D4,"525,000",12/18/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,37,,D4,"310 WEST 72ND STREET, 5G",,10023,,,,,,1925,2,D4,"655,000",11/27/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,37,,D4,"310 WEST 72ND STREET, 4A/B",,10023,,,,,,1925,2,D4,"1,810,000",11/19/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,42,,D4,"322 WEST 72ND STREET, 11B",,10023,,,,,,1911,2,D4,"2,500,000",8/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,42,,D4,"322 WEST 72ND STREET, 2C",,10023,,,,,,1911,2,D4,"1,195,000",10/12/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,46,,D4,"330 WEST 72ND STREET, 5C",,10023,,,,,,1927,2,D4,"1,589,000",8/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 208",,10023,,,,,,1920,2,D4,"2,662,016",8/22/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 4G",,10023,,,,,,1920,2,D4,0,8/7/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 1103",,10023,,,,,,1920,2,D4,0,8/7/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, A-4B",,10023,,,,,,1920,2,D4,"1,582,281",5/20/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 404",,10023,,,,,,1920,2,D4,"3,362,735",5/15/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 409",,10023,,,,,,1920,2,D4,0,4/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 1106",,10023,,,,,,1920,2,D4,0,4/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 609",,10023,,,,,,1920,2,D4,0,4/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 209",,10023,,,,,,1920,2,D4,"3,866,795",3/28/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 202",,10023,,,,,,1920,2,D4,"4,019,263",3/14/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 1204",,10023,,,,,,1920,2,D4,0,3/5/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 508",,10023,,,,,,1920,2,D4,0,3/5/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, A-5B",,10023,,,,,,1920,2,D4,0,2/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 809",,10023,,,,,,1920,2,D4,0,2/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 908",,10023,,,,,,1920,2,D4,0,2/8/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, A-4B",,10023,,,,,,1920,2,D4,0,1/11/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 909",,10023,,,,,,1920,2,D4,0,1/11/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 209",,10023,,,,,,1920,2,D4,0,1/11/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 308",,10023,,,,,,1920,2,D4,"1,672,841",11/1/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, 502",,10023,,,,,,1920,2,D4,"5,145,828",10/11/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, A-3B",,10023,,,,,,1920,2,D4,"1,447,280",10/1/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,50,,D4,"340 WEST 72 STREET, A-7A",,10023,,,,,,1920,2,D4,"5,819,269",9/27/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1183,53,,D4,"344 WEST 72ND STREET, 3",,10023,,,,,,1904,2,D4,"485,000",9/26/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,7,,D4,"305 WEST 72ND STREET, 5B",,10023,,,,,,1913,2,D4,"1,862,500",2/25/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,7,,D4,"305 WEST 72ND STREET, 11C",,10023,,,,,,1913,2,D4,0,12/20/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,10,,D4,"263 WEST END AVENUE, 2C",,10023,,,,,,1929,2,D4,"810,000",6/18/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,10,,D4,"263 WEST END AVENUE, 6A",,10023,,,,,,1929,2,D4,0,6/6/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,10,,D4,"263 WEST END AVENUE, 6D",,10023,,,,,,1929,2,D4,"850,000",3/14/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,10,,D4,"263 WEST END AVENUE, 10F",,10023,,,,,,1929,2,D4,"810,000",1/29/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,10,,D4,"263 WEST END AVENUE, 4B",,10023,,,,,,1929,2,D4,"678,000",9/27/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,19,,D4,"277 WEST END AVENUE, 2E",,10023,,,,,,1926,2,D4,0,7/11/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,28,,D4,"5 RIVERSIDE DRIVE, 3A",,10023,,,,,,1936,2,D4,"2,195,000",7/24/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,28,,D4,"5 RIVERSIDE DRIVE, 4F",,10023,,,,,,1936,2,D4,"544,000",11/19/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 10DEE",,10023,,,,,,1950,2,D4,"2,375,000",7/2/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 15PE",,10023,,,,,,1950,2,D4,"1,660,000",7/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 9NE",,10023,,,,,,1950,2,D4,"1,900,000",6/24/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 2-SE",,10023,,,,,,1950,2,D4,"670,000",4/29/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 4KW",,10023,,,,,,1950,2,D4,"790,000",3/27/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 14ME",,10023,,,,,,1950,2,D4,"1,225,000",3/27/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 6JE",,10023,,,,,,1950,2,D4,"1,435,000",3/6/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 14HJE",,10023,,,,,,1950,2,D4,"2,500,000",2/27/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 3BW",,10023,,,,,,1950,2,D4,"1,380,000",2/26/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 6BW",,10023,,,,,,1950,2,D4,"1,461,460",12/13/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 7-LE",,10023,,,,,,1950,2,D4,"501,000",10/29/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DR, 12CW",,10023,,,,,,1950,2,D4,"1,650,000",10/18/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 7DE",,10023,,,,,,1950,2,D4,"605,000",10/3/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 4JW",,10023,,,,,,1950,2,D4,"1,525,000",9/20/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 10-O",,10023,,,,,,1950,2,D4,0,9/15/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 15NW",,10023,,,,,,1950,2,D4,"1,500,000",9/6/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,31,,D4,"11 RIVERSIDE DRIVE, 16BCE",,10023,,,,,,1950,2,D4,"2,450,000",9/6/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,83,,D4,"315 WEST END AVE, 1A",,10023,,,,,,1950,2,D4,"1,075,000",7/26/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,83,,D4,"315 WEST END AVENUE, 4C",,10023,,,,,,1950,2,D4,"1,500,000",11/26/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 W 75TH STREET, 3A",,10023,,,,,,1930,2,D4,"537,000",8/21/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 17D",,10023,,,,,,1930,2,D4,"397,500",7/29/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 5E",,10023,,,,,,1930,2,D4,"355,000",6/17/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 11A",,10023,,,,,,1930,2,D4,"732,328",4/18/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 1G",,10023,,,,,,1930,2,D4,"580,000",3/6/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 7E",,10023,,,,,,1930,2,D4,"390,000",12/28/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 12H",,10023,,,,,,1930,2,D4,"680,000",10/5/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1184,87,,D4,"304 WEST 75TH STREET, 4H",,10023,,,,,,1930,2,D4,"599,000",9/12/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,1,,D4,"33 RIVERSIDE DRIVE, 7DA",,10023,,,,,,1928,2,D4,"407,000",6/28/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,1,,D4,"33 RIVERSIDE DRIVE, 10B",,10023,,,,,,1928,2,D4,"890,000",4/10/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,1,,D4,"33 RIVERSIDE DRIVE, 16E",,10023,,,,,,1928,2,D4,"560,000",3/20/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,19,,D4,"325 WEST END AVENUE, 11A",,10023,,,,,,1916,2,D4,"5,990,000",11/15/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,25,,D4,"333 WEST END AVENUE, 8B",,10023,,,,,,1925,2,D4,"2,600,000",5/10/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,25,,D4,"333 WEST END AVENUE, 10C",,10023,,,,,,1925,2,D4,"1,900,000",10/1/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 3F",,10023,,,,,,1948,2,D4,"1,100,000",7/3/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 6D",,10023,,,,,,1948,2,D4,"775,000",5/1/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 5B",,10023,,,,,,1948,2,D4,"1,110,000",11/7/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 3E",,10023,,,,,,1948,2,D4,"490,000",10/15/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 7A",,10023,,,,,,1948,2,D4,0,10/7/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,32,,D4,"320 WEST 76TH STREET, 10D",,10023,,,,,,1948,2,D4,"950,000",9/26/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1185,42,,D4,"37 RIVERSIDE DRIVE, PHB",,10023,,,,,,1925,2,D4,"1,350,000",9/12/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,1,,D4,"50 RIVERSIDE DRIVE, 4E",,10024,,,,,,1930,2,D4,"1,450,000",7/24/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,1,,D4,"50 RIVERSIDE DR, 6C",,10024,,,,,,1930,2,D4,0,5/16/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,1,,D4,"50 RIVERSIDE DRIVE, 15D",,10024,,,,,,1930,2,D4,"2,750,000",3/25/19
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,48,,D4,"54 RIVERSIDE DRIVE, 2A",,10024,,,,,,1926,2,D4,"1,930,000",10/10/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,48,,D4,"54 RIVERSIDE DRIVE, 1C",,10024,,,,,,1926,2,D4,"497,285",9/26/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,48,,D4,"54 RIVERSIDE DRIVE, 11A",,10024,,,,,,1926,2,D4,"1,900,000",9/26/18
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,51,,D4,"52 RIVERSIDE DRIVE, 5A",,10024,,,,,,1926,2,D4,"2,980,000",2/14/19
